id,topic_id,title,seq,answer_flag
1785122566099352,1785122566099123,错误,2,0
1785122566099592,1785122566099482,正确,1,1
1785122566099697,1785122566099482,错误,2,0
1785122566099907,1785122566099798,正确,1,1
1785122566100008,1785122566099798,错误,2,0
1785122566100273,1785122566100115,正确,1,1
1785122566100436,1785122566100115,错误,2,0
1785122566100709,1785122566100586,正确,1,1
1785122566100811,1785122566100586,错误,2,0
1785122566101019,1785122566100911,正确,1,1
1785122566101131,1785122566100911,错误,2,0
1785122566101364,1785122566101235,正确,1,1
1785122566101470,1785122566101235,错误,2,0
1785122566101681,1785122566101570,正确,1,1
1785122566101778,1785122566101570,错误,2,0
1785122566101981,1785122566101876,正确,1,0
1785122566102081,1785122566101876,错误,2,1
1785122566102314,1785122566102201,正确,1,1
1785122566102440,1785122566102201,错误,2,0
1785122566102666,1785122566102554,正确,1,0
1785122566102766,1785122566102554,错误,2,1
1785122566102975,1785122566102866,正确,1,0
1785122566103076,1785122566102866,错误,2,1
1785122566103316,1785122566103199,正确,1,1
1785122566103428,1785122566103199,错误,2,0
1785122566103639,1785122566103531,正确,1,1
1785122566103741,1785122566103531,错误,2,0
1785122566103956,1785122566103842,正确,1,1
1785122566104057,1785122566103842,错误,2,0
1785122566104313,1785122566104175,正确,1,1
1785122566104481,1785122566104175,错误,2,0
1785122566104713,1785122566104591,正确,1,1
1785122566104818,1785122566104591,错误,2,0
1785122566105028,1785122566104917,正确,1,1
1785122566105146,1785122566104917,错误,2,0
1785122566105369,1785122566105251,正确,1,1
1785122566105473,1785122566105251,错误,2,0
1785122566105677,1785122566105570,正确,1,1
1785122566105776,1785122566105570,错误,2,0
1785122566105975,1785122566105871,正确,1,1
1785122566106077,1785122566105871,错误,2,0
1785122566106372,1785122566106243,正确,1,0
1785122566106479,1785122566106243,错误,2,1
1785122566106721,1785122566106607,正确,1,0
1785122566106823,1785122566106607,错误,2,1
1785122566107052,1785122566106926,正确,1,1
1785122566107169,1785122566106926,错误,2,0
1785122566107437,1785122566107295,正确,1,1
1785122566107541,1785122566107295,错误,2,0
1785122566107751,1785122566107642,正确,1,1
1785122566107852,1785122566107642,错误,2,0
1785122566108061,1785122566107952,正确,1,0
1785122566108179,1785122566107952,错误,2,1
1785122566108466,1785122566108312,正确,1,0
1785122566108579,1785122566108312,错误,2,1
1785122566108821,1785122566108685,正确,1,1
1785122566108933,1785122566108685,错误,2,0
1785122566109154,1785122566109032,正确,1,0
1785122566109275,1785122566109032,错误,2,1
1785122566109538,1785122566109411,正确,1,1
1785122566109645,1785122566109411,错误,2,0
1785122566109857,1785122566109744,正确,1,1
1785122566109985,1785122566109744,错误,2,0
1785122566110247,1785122566110087,正确,1,1
1785122566110352,1785122566110087,错误,2,0
1785122566110591,1785122566110469,正确,1,1
1785122566110693,1785122566110469,错误,2,0
1785122566110903,1785122566110792,正确,1,1
1785122566111003,1785122566110792,错误,2,0
1785122566111249,1785122566111112,正确,1,1
1785122566111354,1785122566111112,错误,2,0
1785122566111594,1785122566111457,正确,1,0
1785122566111698,1785122566111457,错误,2,1
1785122566111910,1785122566111797,正确,1,1
1785122566112010,1785122566111797,错误,2,0
1785122566112265,1785122566112120,正确,1,1
1785122566112383,1785122566112120,错误,2,0
1785122566112602,1785122566112486,正确,1,1
1785122566112727,1785122566112486,错误,2,0
1785122566112936,1785122566112827,正确,1,0
1785122566113035,1785122566112827,错误,2,1
1785122566113280,1785122566113150,正确,1,1
1785122566113400,1785122566113150,错误,2,0
1785122566113608,1785122566113499,正确,1,1
1785122566113719,1785122566113499,错误,2,0
1785122566113930,1785122566113818,正确,1,0
1785122566114031,1785122566113818,错误,2,1
1785122566114270,1785122566114150,正确,1,1
1785122566114391,1785122566114150,错误,2,0
1785122566114634,1785122566114521,正确,1,0
1785122566114735,1785122566114521,错误,2,1
1785122566114964,1785122566114847,正确,1,0
1785122566115065,1785122566114847,错误,2,1
1785122566115326,1785122566115198,正确,1,1
1785122566115441,1785122566115198,错误,2,0
1785122566115649,1785122566115541,正确,1,0
1785122566115748,1785122566115541,错误,2,1
1785122566115963,1785122566115854,正确,1,1
1785122566116062,1785122566115854,错误,2,0
1785122566116319,1785122566116196,正确,1,1
1785122566116428,1785122566116196,错误,2,0
1785122566116652,1785122566116526,正确,1,0
1785122566116766,1785122566116526,错误,2,1
1785122566117008,1785122566116885,正确,1,0
1785122566117147,1785122566116885,错误,2,1
1785122566117382,1785122566117255,正确,1,0
1785122566117489,1785122566117255,错误,2,1
1785122566117703,1785122566117590,正确,1,1
1785122566117804,1785122566117590,错误,2,0
1785122566118042,1785122566117905,正确,1,0
1785122566118162,1785122566117905,错误,2,1
1785122566118407,1785122566118281,正确,1,0
1785122566118511,1785122566118281,错误,2,1
1785122566118726,1785122566118612,正确,1,1
1785122566118827,1785122566118612,错误,2,0
1785122566119039,1785122566118925,正确,1,1
1785122566119178,1785122566118925,错误,2,0
1785122566119507,1785122566119320,正确,1,0
1785122566119623,1785122566119320,错误,2,1
1785122566119862,1785122566119735,正确,1,1
1785122566120002,1785122566119735,错误,2,0
1785122566120302,1785122566120126,正确,1,0
1785122566120432,1785122566120126,错误,2,1
1785122566120650,1785122566120537,正确,1,1
1785122566120773,1785122566120537,错误,2,0
1785122566120994,1785122566120876,正确,1,1
1785122566121108,1785122566120876,错误,2,0
1785122566121356,1785122566121226,正确,1,1
1785122566121461,1785122566121226,错误,2,0
1785122566121675,1785122566121561,正确,1,1
1785122566121774,1785122566121561,错误,2,0
1785122566122182,1785122566121986,正确,1,1
1785122566122323,1785122566121986,错误,2,0
1785122566122622,1785122566122475,正确,1,1
1785122566122755,1785122566122475,错误,2,0
1785122566123048,1785122566122887,正确,1,0
1785122566123202,1785122566122887,错误,2,1
1785122566123501,1785122566123336,正确,1,1
1785122566123639,1785122566123336,错误,2,0
1785122566123917,1785122566123772,正确,1,0
1785122566124051,1785122566123772,错误,2,1
1785122566124372,1785122566124221,正确,1,0
1785122566124531,1785122566124221,错误,2,1
1785122566124801,1785122566124678,正确,1,0
1785122566124910,1785122566124678,错误,2,1
1785122566125128,1785122566125012,正确,1,0
1785122566125246,1785122566125012,错误,2,1
1785122566125475,1785122566125362,正确,1,0
1785122566125601,1785122566125362,错误,2,1
1785122566125818,1785122566125708,正确,1,1
1785122566125920,1785122566125708,错误,2,0
1785122566126164,1785122566126021,正确,1,0
1785122566126290,1785122566126021,错误,2,1
1785122566126559,1785122566126432,正确,1,0
1785122566126661,1785122566126432,错误,2,1
1785122566126942,1785122566126794,正确,1,0
1785122566127066,1785122566126794,错误,2,1
1785122566127332,1785122566127213,正确,1,1
1785122566127452,1785122566127213,错误,2,0
1785122566127675,1785122566127553,正确,1,1
1785122566127790,1785122566127553,错误,2,0
1785122566128006,1785122566127897,正确,1,1
1785122566128137,1785122566127897,错误,2,0
1785122566128399,1785122566128258,正确,1,1
1785122566128517,1785122566128258,错误,2,0
1785122566128739,1785122566128618,正确,1,1
1785122566128851,1785122566128618,错误,2,0
1785122566129070,1785122566128955,正确,1,1
1785122566129207,1785122566128955,错误,2,0
1785122566129448,1785122566129322,正确,1,1
1785122566129553,1785122566129322,错误,2,0
1785122566129780,1785122566129653,正确,1,1
1785122566129895,1785122566129653,错误,2,0
1785122566130123,1785122566129998,正确,1,1
1785122566130246,1785122566129998,错误,2,0
1785122566130504,1785122566130362,正确,1,1
1785122566130627,1785122566130362,错误,2,0
1785122566130854,1785122566130738,正确,1,0
1785122566130959,1785122566130738,错误,2,1
1785122566131198,1785122566131064,正确,1,1
1785122566131313,1785122566131064,错误,2,0
1785122566131528,1785122566131418,正确,1,0
1785122566131630,1785122566131418,错误,2,1
1785122566131837,1785122566131730,正确,1,1
1785122566131953,1785122566131730,错误,2,0
1785122566132196,1785122566132066,正确,1,1
1785122566132329,1785122566132066,错误,2,0
1785122566132568,1785122566132454,正确,1,0
1785122566132669,1785122566132454,错误,2,1
1785122566132877,1785122566132768,正确,1,1
1785122566132983,1785122566132768,错误,2,0
1785122566133222,1785122566133085,正确,1,1
1785122566133336,1785122566133085,错误,2,0
1785122566133565,1785122566133454,正确,1,0
1785122566133666,1785122566133454,错误,2,1
1785122566133872,1785122566133765,正确,1,0
1785122566133972,1785122566133765,错误,2,1
1785122566134191,1785122566134071,正确,1,1
1785122566134297,1785122566134071,错误,2,0
1785122566134548,1785122566134422,正确,1,0
1785122566134770,1785122566134422,错误,2,1
1785122566134991,1785122566134876,正确,1,0
1785122566135097,1785122566134876,错误,2,1
1785122566135428,1785122566135240,正确,1,1
1785122566135548,1785122566135240,错误,2,0
1785122566135789,1785122566135659,正确,1,1
1785122566135892,1785122566135659,错误,2,0
1785122566136110,1785122566135991,正确,1,0
1785122566136227,1785122566135991,错误,2,1
1785122566136506,1785122566136377,正确,1,0
1785122566136612,1785122566136377,错误,2,1
1785122566136887,1785122566136744,正确,1,1
1785122566137012,1785122566136744,错误,2,0
1785122566137333,1785122566137124,正确,1,1
1785122566137482,1785122566137124,错误,2,0
1785122566137707,1785122566137592,正确,1,1
1785122566137811,1785122566137592,错误,2,0
1785122566138022,1785122566137912,正确,1,0
1785122566138139,1785122566137912,错误,2,1
1785122566138422,1785122566138282,正确,1,1
1785122566138528,1785122566138282,错误,2,0
1785122566138773,1785122566138663,正确,1,0
1785122566138876,1785122566138663,错误,2,1
1785122566139084,1785122566138976,正确,1,1
1785122566139264,1785122566138976,错误,2,0
1785122566139559,1785122566139414,正确,1,1
1785122566139669,1785122566139414,错误,2,0
1785122566139887,1785122566139775,正确,1,1
1785122566139990,1785122566139775,错误,2,0
1785122566140263,1785122566140092,正确,1,0
1785122566140446,1785122566140092,错误,2,1
1785122566140710,1785122566140581,正确,1,0
1785122566140818,1785122566140581,错误,2,1
1785122566141032,1785122566140920,正确,1,0
1785122566141165,1785122566140920,错误,2,1
1785122566141435,1785122566141306,正确,1,1
1785122566141554,1785122566141306,错误,2,0
1785122566141785,1785122566141660,正确,1,1
1785122566141894,1785122566141660,错误,2,0
1785122566142118,1785122566141996,正确,1,1
1785122566142238,1785122566141996,错误,2,0
1785122566142501,1785122566142374,正确,1,0
1785122566142609,1785122566142374,错误,2,1
1785122566142852,1785122566142725,正确,1,1
1785122566142957,1785122566142725,错误,2,0
1785122566143194,1785122566143055,正确,1,1
1785122566143307,1785122566143055,错误,2,0
1785122566143549,1785122566143417,正确,1,1
1785122566143654,1785122566143417,错误,2,0
1785122566143872,1785122566143754,正确,1,1
1785122566144001,1785122566143754,错误,2,0
1785122566144365,1785122566144117,正确,1,0
1785122566144482,1785122566144117,错误,2,1
1785122566144700,1785122566144583,正确,1,1
1785122566144806,1785122566144583,错误,2,0
1785122566145014,1785122566144906,正确,1,1
1785122566145127,1785122566144906,错误,2,0
1785122566145393,1785122566145251,正确,1,1
1785122566145510,1785122566145251,错误,2,0
1785122566145730,1785122566145614,正确,1,1
1785122566145835,1785122566145614,错误,2,0
1785122566146046,1785122566145935,正确,1,1
1785122566146177,1785122566145935,错误,2,0
1785122566146456,1785122566146311,正确,1,1
1785122566146571,1785122566146311,错误,2,0
1785122566146817,1785122566146674,正确,1,0
1785122566146928,1785122566146674,错误,2,1
1785122566147160,1785122566147027,正确,1,1
1785122566147283,1785122566147027,错误,2,0
1785122566147524,1785122566147412,正确,1,0
1785122566147627,1785122566147412,错误,2,1
1785122566147844,1785122566147728,正确,1,1
1785122566147945,1785122566147728,错误,2,0
1785122566148221,1785122566148065,正确,1,1
1785122566148336,1785122566148065,错误,2,0
1785122566148590,1785122566148478,正确,1,0
1785122566148703,1785122566148478,错误,2,1
1785122566148913,1785122566148806,正确,1,0
1785122566149014,1785122566148806,错误,2,1
1785122566149282,1785122566149144,正确,1,0
1785122566149413,1785122566149144,错误,2,1
1785122566149655,1785122566149541,正确,1,0
1785122566149765,1785122566149541,错误,2,1
1785122566149977,1785122566149866,正确,1,1
1785122566150079,1785122566149866,错误,2,0
1785122566150332,1785122566150206,正确,1,1
1785122566150476,1785122566150206,错误,2,0
1785122566150690,1785122566150581,正确,1,0
1785122566150793,1785122566150581,错误,2,1
1785122566150998,1785122566150892,正确,1,1
1785122566151107,1785122566150892,错误,2,0
1785122566151377,1785122566151229,正确,1,0
1785122566151497,1785122566151229,错误,2,1
1785122566151708,1785122566151599,正确,1,1
1785122566151812,1785122566151599,错误,2,0
1785122566152031,1785122566151911,正确,1,0
1785122566152159,1785122566151911,错误,2,1
1785122566152418,1785122566152280,正确,1,0
1785122566152535,1785122566152280,错误,2,1
1785122566152749,1785122566152637,正确,1,1
1785122566152858,1785122566152637,错误,2,0
1785122566153082,1785122566152964,正确,1,1
1785122566153205,1785122566152964,错误,2,0
1785122566153463,1785122566153319,正确,1,0
1785122566153585,1785122566153319,错误,2,1
1785122566153817,1785122566153692,正确,1,0
1785122566153930,1785122566153692,错误,2,1
1785122566154188,1785122566154031,正确,1,1
1785122566154313,1785122566154031,错误,2,0
1785122566154550,1785122566154427,正确,1,1
1785122566154655,1785122566154427,错误,2,0
1785122566154907,1785122566154774,正确,1,1
1785122566155011,1785122566154774,错误,2,0
1785122566155259,1785122566155123,正确,1,0
1785122566155391,1785122566155123,错误,2,1
1785122566155613,1785122566155502,正确,1,0
1785122566155713,1785122566155502,错误,2,1
1785122566155925,1785122566155815,正确,1,0
1785122566156042,1785122566155815,错误,2,1
1785122566156318,1785122566156179,正确,1,0
1785122566156449,1785122566156179,错误,2,1
1785122566156703,1785122566156577,正确,1,0
1785122566156821,1785122566156577,错误,2,1
1785122566157065,1785122566156946,正确,1,0
1785122566157192,1785122566156946,错误,2,1
1785122566157488,1785122566157306,正确,1,1
1785122566157598,1785122566157306,错误,2,0
1785122566157813,1785122566157697,正确,1,0
1785122566157912,1785122566157697,错误,2,1
1785122566158134,1785122566158011,正确,1,0
1785122566158311,1785122566158011,错误,2,1
1785122566158538,1785122566158422,正确,1,0
1785122566158640,1785122566158422,错误,2,1
1785122566158854,1785122566158740,正确,1,0
1785122566158954,1785122566158740,错误,2,1
1785122566159175,1785122566159052,正确,1,0
1785122566159321,1785122566159052,错误,2,1
1785122566159555,1785122566159441,正确,1,1
1785122566159661,1785122566159441,错误,2,0
1785122566159870,1785122566159759,正确,1,0
1785122566159969,1785122566159759,错误,2,1
1785122566160204,1785122566160065,正确,1,0
1785122566160318,1785122566160065,错误,2,1
1785122566160583,1785122566160432,正确,1,0
1785122566160709,1785122566160432,错误,2,1
1785122566160955,1785122566160840,正确,1,1
1785122566161056,1785122566160840,错误,2,0
1785122566161303,1785122566161174,正确,1,0
1785122566161421,1785122566161174,错误,2,1
1785122566161630,1785122566161523,正确,1,1
1785122566161730,1785122566161523,错误,2,0
1785122566161944,1785122566161834,肯定是真的，按照指示去做,1,0
1785122566162045,1785122566161834,常见诈骗手段，不予理睬,2,1
1785122566162159,1785122566161834,安全起见，先转再查是否真实,3,0
1785122566162398,1785122566162267,司法机关,1,0
1785122566162531,1785122566162267,当地保监局,2,0
1785122566162630,1785122566162267,中国人民银行当地分支行,3,1
1785122566162836,1785122566162730,真实身份信息,1,1
1785122566162933,1785122566162730,亲属,2,0
1785122566163031,1785122566162730,同事,3,0
1785122566163168,1785122566162730,好友,4,0
1785122566163400,1785122566163274,商家的责任,1,0
1785122566163504,1785122566163274,政府的责任,2,0
1785122566163605,1785122566163274,消费者协会的责任,3,0
1785122566163730,1785122566163274,全社会共同的责任,4,1
1785122566163945,1785122566163831,网络交友,1,0
1785122566164046,1785122566163831,买卖游戏账号诈骗,2,1
1785122566164172,1785122566163831,投资诈骗,3,0
1785122566164428,1785122566164289,骚扰电话，挂断,1,0
1785122566164538,1785122566164289,银行客服电话，挂断,2,0
1785122566164639,1785122566164289,推销电话，挂断,3,0
1785122566164741,1785122566164289,反电诈号码，接听,4,1
1785122566165023,1785122566164898,安全,1,1
1785122566165137,1785122566164898,盈利,2,0
1785122566165260,1785122566164898,稳定,3,0
1785122566165379,1785122566164898,合规,4,0
1785122566165617,1785122566165502,高,1,0
1785122566165718,1785122566165502,中,2,0
1785122566165828,1785122566165502,低,3,0
1785122566165952,1785122566165502,以上都是,4,1
1785122566166186,1785122566166055,如实告知义务,1,0
1785122566166302,1785122566166055,交付保险费义务,2,1
1785122566166416,1785122566166055,维护保险标的安全的义务,3,0
1785122566166518,1785122566166055,保险事故发生的通知义务,4,0
1785122566166734,1785122566166624,投保人、被保险人,1,0
1785122566166834,1785122566166624,投保人、保险人,2,1
1785122566166933,1785122566166624,保险人、被保险人,3,0
1785122566167059,1785122566166624,投保人、受益人,4,0
1785122566167310,1785122566167187,法院,1,0
1785122566167416,1785122566167187,公安机关,2,1
1785122566167527,1785122566167187,检查机关,3,0
1785122566167627,1785122566167187,保险监察机构,4,0
1785122566167844,1785122566167736,产品资料宣传,1,0
1785122566167945,1785122566167736,保险活动当事人商议,2,0
1785122566168043,1785122566167736,保险合同约定,3,1
1785122566168164,1785122566167736,销售人员口头承诺,4,0
1785122566168393,1785122566168266,充分尊重金融消费者意愿,1,1
1785122566168499,1785122566168266,尊重金融消费者的人格尊严和民族风俗习惯,2,0
1785122566168599,1785122566168266,不得因金融消费者性别、年龄、种族、民族或国籍等不同进行歧视性差别对待,3,0
1785122566168726,1785122566168266,不得使用歧视性或者违背公序良俗的表述,4,0
1785122566168939,1785122566168832,受尊重权,1,0
1785122566169039,1785122566168832,公平交易权,2,0
1785122566169147,1785122566168832,信息安全权,3,1
1785122566169267,1785122566168832,自主选择权,4,0
1785122566169499,1785122566169386,非法性,1,0
1785122566169601,1785122566169386,利诱性,2,0
1785122566169727,1785122566169386,社会性,3,0
1785122566169839,1785122566169386,合法性,4,1
1785122566170050,1785122566169940,知情权,1,0
1785122566170170,1785122566169940,公平交易权,2,1
1785122566170288,1785122566169940,财产安全权,3,0
1785122566170406,1785122566169940,自主选择权,4,0
1785122566170617,1785122566170507,真实、全面,1,1
1785122566170719,1785122566170507,系统、特色,2,0
1785122566170838,1785122566170507,真实、特色,3,0
1785122566170947,1785122566170507,全面、系统,4,0
1785122566171229,1785122566171082,可以先买一万元试试，赚点利息,1,0
1785122566171360,1785122566171082,一元都不能买,2,1
1785122566171627,1785122566171495,保险人做到诚实信用,1,0
1785122566171749,1785122566171495,投保人做到诚实信用,2,0
1785122566171870,1785122566171495,被保险人做到诚实信用,3,0
1785122566172017,1785122566171495,保险人、投保人及被保险人同时做到诚实信用,4,1
1785122566172331,1785122566172181,即便银行卡里没有钱，也不出售个人银行卡,1,0
1785122566172538,1785122566172181,确认是朋友本人后才进行支付转账,2,0
1785122566172673,1785122566172181,不在不明网站填写银行卡号,3,0
1785122566172813,1785122566172181,朋友找我要付款码截图，我发给他,4,1
1785122566173209,1785122566173007,可以获得更好的收益,1,0
1785122566173365,1785122566173007,他人盗用您的名义从事非法活动,2,1
1785122566173503,1785122566173007,提高自己在多家银行的信用额度,3,0
1785122566173633,1785122566173007,完全没影响,4,0
1785122566173905,1785122566173763,最小,1,1
1785122566174034,1785122566173763,最大,2,0
1785122566174171,1785122566173763,逐级,3,0
1785122566174297,1785122566173763,动态,4,0
1785122566174591,1785122566174463,博取高额收益,1,1
1785122566174737,1785122566174463,保障人身安全,2,0
1785122566174854,1785122566174463,财富传承,3,0
1785122566174982,1785122566174463,养老保障,4,0
1785122566175263,1785122566175121,无所谓,1,0
1785122566175424,1785122566175121,狂热追捧,2,0
1785122566175549,1785122566175121,理性拒绝,3,1
1785122566175818,1785122566175682,具体工作时间,1,0
1785122566175923,1785122566175682,确定的薪酬数额,2,0
1785122566176026,1785122566175682,薪酬支付时间,3,0
1785122566176138,1785122566175682,以上都是,4,1
1785122566176407,1785122566176264,以招聘业务员为名发布高薪日结广告,1,0
1785122566176528,1785122566176264,事主依据广告信息联系被强制要求收取介绍费,2,0
1785122566176633,1785122566176264,收取正当合理的中介费并安排工作,3,1
1785122566176763,1785122566176264,要求事主先汇款作为代理商的成本,4,0
1785122566176976,1785122566176868,联系学校老师,1,0
1785122566177078,1785122566176868,联系发信人,2,1
1785122566177214,1785122566176868,向公安机关报案,3,0
1785122566177324,1785122566176868,联系父母,4,0
1785122566177591,1785122566177465,按照对方的步骤进行理赔,1,0
1785122566177696,1785122566177465,添加对方的微信进行理赔,2,0
1785122566177798,1785122566177465,先跟电商平台或快递公司核实,3,1
1785122566178015,1785122566177902,拨打所属银行官方号码咨询,1,0
1785122566178123,1785122566177902,立刻回拨短信中的电话,2,1
1785122566178249,1785122566177902,拨打110,3,0
1785122566178486,1785122566178354,立即提供信息,1,0
1785122566178591,1785122566178354,询问更多细节,2,0
1785122566178693,1785122566178354,挂断电话并报警,3,1
1785122566178798,1785122566178354,告知对方稍后再联系,4,0
1785122566179014,1785122566178902,按对方要求直接操作购买,1,0
1785122566179128,1785122566178902,联系购买方继续确认,2,0
1785122566179264,1785122566178902,停止付款，立即报警,3,1
1785122566179514,1785122566179390,实地看房核实,1,0
1785122566179614,1785122566179390,电话联系后通过微信交付押金,2,1
1785122566179711,1785122566179390,签订正规租房合同,3,0
1785122566179922,1785122566179817,赶紧交手续费领钱,1,0
1785122566180020,1785122566179817,向周围亲友咨询是否有此政策,2,0
1785122566180121,1785122566179817,找有关部门核实一下情况,3,1
1785122566180420,1785122566180246,即刻与其联络，按照指定步骤汇款,1,0
1785122566180560,1785122566180246,对该短信置之不理,2,0
1785122566180667,1785122566180246,对该短信置之不理，同时告诫周围好友注意防范,3,1
1785122566180905,1785122566180794,详细了解拒赔原因,1,0
1785122566181007,1785122566180794,查阅保险合同和相关法律条款,2,0
1785122566181127,1785122566180794,立即接受拒赔结果，不进行任何申诉,3,1
1785122566181261,1785122566180794,如有必要，寻求专业法律人士的帮助,4,0
1785122566181492,1785122566181381,换途径与朋友联系，询问求证,1,1
1785122566181595,1785122566181381,朋友有困难，赶紧汇款帮忙,2,0
1785122566181697,1785122566181381,通过QQ聊天继续询问详情,3,0
1785122566181802,1785122566181381,通过其他朋友侧面打听,4,0
1785122566182011,1785122566181904,进行讨价还价,1,0
1785122566182123,1785122566181904,顺利达成交易,2,0
1785122566182242,1785122566181904,果断拒绝提议,3,1
1785122566182490,1785122566182363,不予理睬,1,0
1785122566182592,1785122566182363,不转账、不汇款,2,0
1785122566182695,1785122566182363,向公安机关举报,3,0
1785122566182800,1785122566182363,以上都对,4,1
1785122566183011,1785122566182898,个人存款,1,0
1785122566183118,1785122566182898,公私财物,2,1
1785122566183225,1785122566182898,个人信任,3,0
1785122566183324,1785122566182898,公司信任,4,0
1785122566183545,1785122566183435,接到熟人通过短信、微信、微博、QQ、邮件、语音等形式发送的转账请求，或询问银行卡、网银密码等重要信息时，立刻放心转账,1,1
1785122566183651,1785122566183435,如确需向对方转账，应尽量选择次日到账方式并于事后再次核实，如有异常及时申请撤销,2,0
1785122566183753,1785122566183435,避免在与移动支付软件绑定的银行卡中存放过多资金以便分散和锁定风险,3,0
1785122566183860,1785122566183435,陌生人或长期失联的“熟人”要求汇款时，须保持谨慎多方求证，遇到可疑情况及时向公安机关、银行、电信运营商等机构咨询,4,0
1785122566184120,1785122566183984,立即报警,1,0
1785122566184260,1785122566183984,等待后续进展,2,1
1785122566184380,1785122566183984,前往银行锁定个人账户,3,0
