id,topic_id,title,seq,answer_flag
1785121932921463,1785121932921240,错误,2,0
1785121932921674,1785121932921565,正确,1,1
1785121932921774,1785121932921565,错误,2,0
1785121932921977,1785121932921872,正确,1,1
1785121932922081,1785121932921872,错误,2,0
1785121932922312,1785121932922196,正确,1,1
1785121932922418,1785121932922196,错误,2,0
1785121932922632,1785121932922517,正确,1,1
1785121932922731,1785121932922517,错误,2,0
1785121932922939,1785121932922827,正确,1,1
1785121932923041,1785121932922827,错误,2,0
1785121932923262,1785121932923152,正确,1,0
1785121932923373,1785121932923152,错误,2,1
1785121932923575,1785121932923472,正确,1,0
1785121932923672,1785121932923472,错误,2,1
1785121932923878,1785121932923766,正确,1,0
1785121932923998,1785121932923766,错误,2,1
1785121932924241,1785121932924098,正确,1,1
1785121932924357,1785121932924098,错误,2,0
1785121932924573,1785121932924459,正确,1,0
1785121932924677,1785121932924459,错误,2,1
1785121932924889,1785121932924776,正确,1,0
1785121932924990,1785121932924776,错误,2,1
1785121932925251,1785121932925091,正确,1,1
1785121932925365,1785121932925091,错误,2,0
1785121932925579,1785121932925468,正确,1,1
1785121932925678,1785121932925468,错误,2,0
1785121932925889,1785121932925778,正确,1,1
1785121932925990,1785121932925778,错误,2,0
1785121932926356,1785121932926116,正确,1,0
1785121932926488,1785121932926116,错误,2,1
1785121932926706,1785121932926592,正确,1,1
1785121932926806,1785121932926592,错误,2,0
1785121932927031,1785121932926906,正确,1,1
1785121932927155,1785121932926906,错误,2,0
1785121932927435,1785121932927290,正确,1,1
1785121932927539,1785121932927290,错误,2,0
1785121932927742,1785121932927637,正确,1,1
1785121932927840,1785121932927637,错误,2,0
1785121932928046,1785121932927937,正确,1,1
1785121932928196,1785121932927937,错误,2,0
1785121932928429,1785121932928310,正确,1,1
1785121932928531,1785121932928310,错误,2,0
1785121932928746,1785121932928630,正确,1,0
1785121932928846,1785121932928630,错误,2,1
1785121932929067,1785121932928957,正确,1,1
1785121932929186,1785121932928957,错误,2,0
1785121932929418,1785121932929289,正确,1,1
1785121932929521,1785121932929289,错误,2,0
1785121932929730,1785121932929620,正确,1,0
1785121932929831,1785121932929620,错误,2,1
1785121932930038,1785121932929930,正确,1,0
1785121932930156,1785121932929930,错误,2,1
1785121932930439,1785121932930270,正确,1,1
1785121932930545,1785121932930270,错误,2,0
1785121932930752,1785121932930646,正确,1,1
1785121932930853,1785121932930646,错误,2,0
1785121932931059,1785121932930952,正确,1,1
1785121932931174,1785121932930952,错误,2,0
1785121932931422,1785121932931280,正确,1,1
1785121932931527,1785121932931280,错误,2,0
1785121932931758,1785121932931649,正确,1,1
1785121932931858,1785121932931649,错误,2,0
1785121932932063,1785121932931956,正确,1,1
1785121932932179,1785121932931956,错误,2,0
1785121932932411,1785121932932278,正确,1,1
1785121932932529,1785121932932278,错误,2,0
1785121932932737,1785121932932630,正确,1,1
1785121932932835,1785121932932630,错误,2,0
1785121932933040,1785121932932930,正确,1,0
1785121932933157,1785121932932930,错误,2,1
1785121932933400,1785121932933268,正确,1,1
1785121932933501,1785121932933268,错误,2,0
1785121932933710,1785121932933600,正确,1,0
1785121932933818,1785121932933600,错误,2,1
1785121932934025,1785121932933918,正确,1,0
1785121932934127,1785121932933918,错误,2,1
1785121932934359,1785121932934233,正确,1,1
1785121932934461,1785121932934233,错误,2,0
1785121932934666,1785121932934560,正确,1,1
1785121932934765,1785121932934560,错误,2,0
1785121932934968,1785121932934862,正确,1,1
1785121932935067,1785121932934862,错误,2,0
1785121932935318,1785121932935186,正确,1,1
1785121932935452,1785121932935186,错误,2,0
1785121932935659,1785121932935551,正确,1,1
1785121932935756,1785121932935551,错误,2,0
1785121932935957,1785121932935853,正确,1,1
1785121932936057,1785121932935853,错误,2,0
1785121932936337,1785121932936197,正确,1,1
1785121932936467,1785121932936197,错误,2,0
1785121932936672,1785121932936567,正确,1,1
1785121932936769,1785121932936567,错误,2,0
1785121932936973,1785121932936864,正确,1,1
1785121932937087,1785121932936864,错误,2,0
1785121932937374,1785121932937234,正确,1,0
1785121932937490,1785121932937234,错误,2,1
1785121932937693,1785121932937588,正确,1,0
1785121932937791,1785121932937588,错误,2,1
1785121932937991,1785121932937886,正确,1,1
1785121932938088,1785121932937886,错误,2,0
1785121932938333,1785121932938220,正确,1,1
1785121932938455,1785121932938220,错误,2,0
1785121932938664,1785121932938555,正确,1,1
1785121932938764,1785121932938555,错误,2,0
1785121932938972,1785121932938864,正确,1,0
1785121932939072,1785121932938864,错误,2,1
1785121932939303,1785121932939191,正确,1,0
1785121932939422,1785121932939191,错误,2,1
1785121932939626,1785121932939520,正确,1,1
1785121932939722,1785121932939520,错误,2,0
1785121932939921,1785121932939816,正确,1,0
1785121932940018,1785121932939816,错误,2,1
1785121932940241,1785121932940122,正确,1,1
1785121932940356,1785121932940122,错误,2,0
1785121932940570,1785121932940459,正确,1,1
1785121932940667,1785121932940459,错误,2,0
1785121932940898,1785121932940781,正确,1,1
1785121932940994,1785121932940781,错误,2,0
1785121932941218,1785121932941088,正确,1,1
1785121932941316,1785121932941088,错误,2,0
1785121932941546,1785121932941436,正确,1,1
1785121932941645,1785121932941436,错误,2,0
1785121932941845,1785121932941739,正确,1,1
1785121932941942,1785121932941739,错误,2,0
1785121932942156,1785121932942037,正确,1,0
1785121932942262,1785121932942037,错误,2,1
1785121932942492,1785121932942367,正确,1,1
1785121932942593,1785121932942367,错误,2,0
1785121932942813,1785121932942691,正确,1,1
1785121932942914,1785121932942691,错误,2,0
1785121932943182,1785121932943050,正确,1,1
1785121932943300,1785121932943050,错误,2,0
1785121932943556,1785121932943440,正确,1,0
1785121932943658,1785121932943440,错误,2,1
1785121932943863,1785121932943756,正确,1,1
1785121932943962,1785121932943756,错误,2,0
1785121932944227,1785121932944081,正确,1,1
1785121932944357,1785121932944081,错误,2,0
1785121932944598,1785121932944482,正确,1,0
1785121932944700,1785121932944482,错误,2,1
1785121932944952,1785121932944837,正确,1,1
1785121932945053,1785121932944837,错误,2,0
1785121932945306,1785121932945181,正确,1,0
1785121932945432,1785121932945181,错误,2,1
1785121932945648,1785121932945538,正确,1,0
1785121932945747,1785121932945538,错误,2,1
1785121932945960,1785121932945846,正确,1,1
1785121932946062,1785121932945846,错误,2,0
1785121932946330,1785121932946184,正确,1,0
1785121932946452,1785121932946184,错误,2,1
1785121932946663,1785121932946554,正确,1,1
1785121932946766,1785121932946554,错误,2,0
1785121932946978,1785121932946866,正确,1,1
1785121932947079,1785121932946866,错误,2,0
1785121932947365,1785121932947208,正确,1,0
1785121932947496,1785121932947208,错误,2,1
1785121932947701,1785121932947595,正确,1,0
1785121932947799,1785121932947595,错误,2,1
1785121932947995,1785121932947892,正确,1,0
1785121932948091,1785121932947892,错误,2,1
1785121932948317,1785121932948202,正确,1,1
1785121932948451,1785121932948202,错误,2,0
1785121932948678,1785121932948567,正确,1,0
1785121932948777,1785121932948567,错误,2,1
1785121932949021,1785121932948901,正确,1,0
1785121932949140,1785121932948901,错误,2,1
1785121932949419,1785121932949273,正确,1,1
1785121932949565,1785121932949273,错误,2,0
1785121932949798,1785121932949671,正确,1,1
1785121932949911,1785121932949671,错误,2,0
1785121932950134,1785121932950010,正确,1,0
1785121932950273,1785121932950010,错误,2,1
1785121932950556,1785121932950406,正确,1,1
1785121932950671,1785121932950406,错误,2,0
1785121932950904,1785121932950786,正确,1,0
1785121932951004,1785121932950786,错误,2,1
1785121932951252,1785121932951102,正确,1,1
1785121932951366,1785121932951102,错误,2,0
1785121932951609,1785121932951487,正确,1,1
1785121932951728,1785121932951487,错误,2,0
1785121932951938,1785121932951828,正确,1,1
1785121932952037,1785121932951828,错误,2,0
1785121932952276,1785121932952142,正确,1,1
1785121932952394,1785121932952142,错误,2,0
1785121932952604,1785121932952494,正确,1,1
1785121932952733,1785121932952494,错误,2,0
1785121932952957,1785121932952834,正确,1,1
1785121932953058,1785121932952834,错误,2,0
1785121932953293,1785121932953171,正确,1,0
1785121932953410,1785121932953171,错误,2,1
1785121932953618,1785121932953509,正确,1,1
1785121932953720,1785121932953509,错误,2,0
1785121932953962,1785121932953852,正确,1,0
1785121932954060,1785121932953852,错误,2,1
1785121932954297,1785121932954174,正确,1,0
1785121932954416,1785121932954174,错误,2,1
1785121932954624,1785121932954517,正确,1,0
1785121932954723,1785121932954517,错误,2,1
1785121932954949,1785121932954822,正确,1,0
1785121932955050,1785121932954822,错误,2,1
1785121932955287,1785121932955163,正确,1,0
1785121932955405,1785121932955163,错误,2,1
1785121932955647,1785121932955536,正确,1,1
1785121932955747,1785121932955536,错误,2,0
1785121932955983,1785121932955845,正确,1,0
1785121932956086,1785121932955845,错误,2,1
1785121932956366,1785121932956236,正确,1,0
1785121932956477,1785121932956236,错误,2,1
1785121932956684,1785121932956576,正确,1,0
1785121932956799,1785121932956576,错误,2,1
1785121932957051,1785121932956911,正确,1,1
1785121932957183,1785121932956911,错误,2,0
1785121932957426,1785121932957303,正确,1,1
1785121932957540,1785121932957303,错误,2,0
1785121932957745,1785121932957639,正确,1,1
1785121932957843,1785121932957639,错误,2,0
1785121932958045,1785121932957940,正确,1,1
1785121932958215,1785121932957940,错误,2,0
1785121932958468,1785121932958331,正确,1,1
1785121932958571,1785121932958331,错误,2,0
1785121932958778,1785121932958670,正确,1,1
1785121932958878,1785121932958670,错误,2,0
1785121932959119,1785121932958975,正确,1,1
1785121932959257,1785121932958975,错误,2,0
1785121932959477,1785121932959364,正确,1,1
1785121932959579,1785121932959364,错误,2,0
1785121932959783,1785121932959676,正确,1,1
1785121932959881,1785121932959676,错误,2,0
1785121932960079,1785121932959976,正确,1,1
1785121932960260,1785121932959976,错误,2,0
1785121932960522,1785121932960399,正确,1,0
1785121932960622,1785121932960399,错误,2,1
1785121932960824,1785121932960719,正确,1,1
1785121932960923,1785121932960719,错误,2,0
1785121932961137,1785121932961019,正确,1,0
1785121932961269,1785121932961019,错误,2,1
1785121932961511,1785121932961391,正确,1,1
1785121932961619,1785121932961391,错误,2,0
1785121932961821,1785121932961715,正确,1,1
1785121932961921,1785121932961715,错误,2,0
1785121932962129,1785121932962018,正确,1,0
1785121932962251,1785121932962018,错误,2,1
1785121932962516,1785121932962395,正确,1,1
1785121932962617,1785121932962395,错误,2,0
1785121932962846,1785121932962714,正确,1,1
1785121932962948,1785121932962714,错误,2,0
1785121932963173,1785121932963046,正确,1,0
1785121932963289,1785121932963046,错误,2,1
1785121932963546,1785121932963428,正确,1,0
1785121932963646,1785121932963428,错误,2,1
1785121932963858,1785121932963748,正确,1,1
1785121932963958,1785121932963748,错误,2,0
1785121932964183,1785121932964054,正确,1,0
1785121932964296,1785121932964054,错误,2,1
1785121932964550,1785121932964410,正确,1,0
1785121932964654,1785121932964410,错误,2,1
1785121932964864,1785121932964751,正确,1,1
1785121932964961,1785121932964751,错误,2,0
1785121932965183,1785121932965056,正确,1,1
1785121932965294,1785121932965056,错误,2,0
1785121932965533,1785121932965411,正确,1,0
1785121932965649,1785121932965411,错误,2,1
1785121932965853,1785121932965746,正确,1,0
1785121932965981,1785121932965746,错误,2,1
1785121932966251,1785121932966095,正确,1,1
1785121932966364,1785121932966095,错误,2,0
1785121932966616,1785121932966491,正确,1,1
1785121932966731,1785121932966491,错误,2,0
1785121932966941,1785121932966829,正确,1,1
1785121932967041,1785121932966829,错误,2,0
1785121932967278,1785121932967149,正确,1,0
1785121932967424,1785121932967149,错误,2,1
1785121932967646,1785121932967538,正确,1,1
1785121932967768,1785121932967538,错误,2,0
1785121932967974,1785121932967869,正确,1,0
1785121932968072,1785121932967869,错误,2,1
1785121932968311,1785121932968192,正确,1,1
1785121932968429,1785121932968192,错误,2,0
1785121932968652,1785121932968543,正确,1,1
1785121932968758,1785121932968543,错误,2,0
1785121932968984,1785121932968873,正确,1,1
1785121932969085,1785121932968873,错误,2,0
1785121932969362,1785121932969220,正确,1,0
1785121932969464,1785121932969220,错误,2,1
1785121932969673,1785121932969563,正确,1,0
1785121932969771,1785121932969563,错误,2,1
1785121932970012,1785121932969897,正确,1,0
1785121932970120,1785121932969897,错误,2,1
1785121932970385,1785121932970244,正确,1,1
1785121932970490,1785121932970244,错误,2,0
1785121932970694,1785121932970588,正确,1,1
1785121932970790,1785121932970588,错误,2,0
1785121932971018,1785121932970888,正确,1,1
1785121932971130,1785121932970888,错误,2,0
1785121932971383,1785121932971260,正确,1,0
1785121932971486,1785121932971260,错误,2,1
1785121932971700,1785121932971583,正确,1,1
1785121932971799,1785121932971583,错误,2,0
1785121932972033,1785121932971896,正确,1,1
1785121932972154,1785121932971896,错误,2,0
1785121932972405,1785121932972274,正确,1,1
1785121932972508,1785121932972274,错误,2,0
1785121932972714,1785121932972606,正确,1,1
1785121932972813,1785121932972606,错误,2,0
1785121932973014,1785121932972911,正确,1,0
1785121932973155,1785121932972911,错误,2,1
1785121932973403,1785121932973272,正确,1,1
1785121932973514,1785121932973272,错误,2,0
1785121932973717,1785121932973612,正确,1,1
1785121932973814,1785121932973612,错误,2,0
1785121932974022,1785121932973910,正确,1,1
1785121932974143,1785121932973910,错误,2,0
1785121932974391,1785121932974266,正确,1,1
1785121932974491,1785121932974266,错误,2,0
1785121932974711,1785121932974595,正确,1,1
1785121932974810,1785121932974595,错误,2,0
1785121932975013,1785121932974908,正确,1,1
1785121932975121,1785121932974908,错误,2,0
1785121932975366,1785121932975232,正确,1,0
1785121932975475,1785121932975232,错误,2,1
1785121932975681,1785121932975573,正确,1,1
1785121932975779,1785121932975573,错误,2,0
1785121932975982,1785121932975876,正确,1,0
1785121932976079,1785121932975876,错误,2,1
1785121932976357,1785121932976201,正确,1,1
1785121932976477,1785121932976201,错误,2,0
1785121932976689,1785121932976576,正确,1,1
1785121932976786,1785121932976576,错误,2,0
1785121932976989,1785121932976882,正确,1,0
1785121932977088,1785121932976882,错误,2,1
1785121932977356,1785121932977229,正确,1,0
1785121932977500,1785121932977229,错误,2,1
1785121932977723,1785121932977612,正确,1,0
1785121932977823,1785121932977612,错误,2,1
1785121932978028,1785121932977921,正确,1,0
1785121932978135,1785121932977921,错误,2,1
1785121932978393,1785121932978258,正确,1,1
1785121932978541,1785121932978258,错误,2,0
1785121932978756,1785121932978646,正确,1,1
1785121932978855,1785121932978646,错误,2,0
1785121932979057,1785121932978952,正确,1,0
1785121932979170,1785121932978952,错误,2,1
1785121932979393,1785121932979270,正确,1,1
1785121932979498,1785121932979270,错误,2,0
1785121932979728,1785121932979620,正确,1,0
1785121932979855,1785121932979620,错误,2,1
1785121932980063,1785121932979952,正确,1,1
1785121932980176,1785121932979952,错误,2,0
1785121932980420,1785121932980287,正确,1,0
1785121932980571,1785121932980287,错误,2,1
1785121932980784,1785121932980678,正确,1,0
1785121932980880,1785121932980678,错误,2,1
1785121932981078,1785121932980974,正确,1,1
1785121932981208,1785121932980974,错误,2,0
1785121932981492,1785121932981332,正确,1,1
1785121932981600,1785121932981332,错误,2,0
1785121932981873,1785121932981755,正确,1,0
1785121932981975,1785121932981755,错误,2,1
1785121932982214,1785121932982076,正确,1,0
1785121932982326,1785121932982076,错误,2,1
1785121932982565,1785121932982444,正确,1,1
1785121932982666,1785121932982444,错误,2,0
1785121932982910,1785121932982791,正确,1,1
1785121932983033,1785121932982791,错误,2,0
1785121932983263,1785121932983147,正确,1,1
1785121932983377,1785121932983147,错误,2,0
1785121932983589,1785121932983479,正确,1,0
1785121932983691,1785121932983479,错误,2,1
1785121932983926,1785121932983790,正确,1,0
1785121932984029,1785121932983790,错误,2,1
1785121932984293,1785121932984140,正确,1,0
1785121932984413,1785121932984140,错误,2,1
1785121932984651,1785121932984533,正确,1,0
1785121932984750,1785121932984533,错误,2,1
1785121932984964,1785121932984848,正确,1,0
1785121932985065,1785121932984848,错误,2,1
1785121932985315,1785121932985187,正确,1,0
1785121932985421,1785121932985187,错误,2,1
1785121932985635,1785121932985522,正确,1,1
1785121932985735,1785121932985522,错误,2,0
1785121932985947,1785121932985833,正确,1,0
1785121932986089,1785121932985833,错误,2,1
1785121932987304,1785121932986384,正确,1,0
1785121932987490,1785121932986384,错误,2,1
1785121932987759,1785121932987619,正确,1,0
1785121932987887,1785121932987619,错误,2,1
1785121932990462,1785121932988008,正确,1,0
1785121932990618,1785121932988008,错误,2,1
1785121932990887,1785121932990749,正确,1,0
1785121932991011,1785121932990749,错误,2,1
1785121932991310,1785121932991139,正确,1,1
1785121932991493,1785121932991139,错误,2,0
1785121932991778,1785121932991639,正确,1,0
1785121932991902,1785121932991639,错误,2,1
1785121932992179,1785121932992019,正确,1,0
1785121932992475,1785121932992019,错误,2,1
1785121932992786,1785121932992642,正确,1,0
1785121932992914,1785121932992642,错误,2,1
1785121932993307,1785121932993039,正确,1,1
1785121932993492,1785121932993039,错误,2,0
1785121932993793,1785121932993628,正确,1,0
1785121932993925,1785121932993628,错误,2,1
1785121932994264,1785121932994053,正确,1,1
1785121932994444,1785121932994053,错误,2,0
1785121932994721,1785121932994579,肯定是真的，按照指示去做,1,0
1785121932994873,1785121932994579,常见诈骗手段，不予理睬,2,1
1785121932995092,1785121932994579,安全起见，先转再查是否真实,3,0
1785121932995491,1785121932995300,司法机关,1,0
1785121932995629,1785121932995300,当地保监局,2,0
1785121932995762,1785121932995300,中国人民银行当地分支行,3,1
1785121932996064,1785121932995921,真实身份信息,1,1
1785121932996266,1785121932995921,亲属,2,0
1785121932996449,1785121932995921,同事,3,0
1785121932996587,1785121932995921,好友,4,0
1785121932996855,1785121932996717,商家的责任,1,0
1785121932997012,1785121932996717,政府的责任,2,0
1785121932997161,1785121932996717,消费者协会的责任,3,0
1785121932997316,1785121932996717,全社会共同的责任,4,1
1785121932997641,1785121932997491,网络交友,1,0
1785121932997773,1785121932997491,买卖游戏账号诈骗,2,1
1785121932997903,1785121932997491,投资诈骗,3,0
1785121932998251,1785121932998065,骚扰电话，挂断,1,0
1785121932998416,1785121932998065,银行客服电话，挂断,2,0
1785121932998565,1785121932998065,推销电话，挂断,3,0
1785121932998730,1785121932998065,反电诈号码，接听,4,1
1785121932999117,1785121932998867,安全,1,1
1785121932999328,1785121932998867,盈利,2,0
1785121932999511,1785121932998867,稳定,3,0
1785121932999646,1785121932998867,合规,4,0
1785121932999984,1785121932999780,高,1,0
1785121933000150,1785121932999780,中,2,0
1785121933000321,1785121932999780,低,3,0
1785121933000506,1785121932999780,以上都是,4,1
1785121933000796,1785121933000651,如实告知义务,1,0
1785121933001002,1785121933000651,交付保险费义务,2,1
1785121933001143,1785121933000651,维护保险标的安全的义务,3,0
1785121933001313,1785121933000651,保险事故发生的通知义务,4,0
1785121933001635,1785121933001495,投保人、被保险人,1,0
1785121933001770,1785121933001495,投保人、保险人,2,1
1785121933001902,1785121933001495,保险人、被保险人,3,0
1785121933002036,1785121933001495,投保人、受益人,4,0
1785121933002379,1785121933002184,法院,1,0
1785121933002544,1785121933002184,公安机关,2,1
1785121933002681,1785121933002184,检查机关,3,0
1785121933002814,1785121933002184,保险监察机构,4,0
1785121933003072,1785121933002942,产品资料宣传,1,0
1785121933003291,1785121933002942,保险活动当事人商议,2,0
1785121933003454,1785121933002942,保险合同约定,3,1
1785121933003589,1785121933002942,销售人员口头承诺,4,0
1785121933003943,1785121933003717,充分尊重金融消费者意愿,1,1
1785121933004082,1785121933003717,尊重金融消费者的人格尊严和民族风俗习惯,2,0
1785121933004283,1785121933003717,不得因金融消费者性别、年龄、种族、民族或国籍等不同进行歧视性差别对待,3,0
1785121933004455,1785121933003717,不得使用歧视性或者违背公序良俗的表述,4,0
1785121933004737,1785121933004594,受尊重权,1,0
1785121933004899,1785121933004594,公平交易权,2,0
1785121933005036,1785121933004594,信息安全权,3,1
1785121933005191,1785121933004594,自主选择权,4,0
1785121933005643,1785121933005478,非法性,1,0
1785121933005782,1785121933005478,利诱性,2,0
1785121933005921,1785121933005478,社会性,3,0
1785121933006056,1785121933005478,合法性,4,1
1785121933006458,1785121933006265,知情权,1,0
1785121933006599,1785121933006265,公平交易权,2,1
1785121933006732,1785121933006265,财产安全权,3,0
1785121933006868,1785121933006265,自主选择权,4,0
1785121933007149,1785121933006999,真实、全面,1,1
1785121933007316,1785121933006999,系统、特色,2,0
1785121933007492,1785121933006999,真实、特色,3,0
1785121933007665,1785121933006999,全面、系统,4,0
1785121933007922,1785121933007786,可以先买一万元试试，赚点利息,1,0
1785121933008061,1785121933007786,一元都不能买,2,1
1785121933008451,1785121933008223,保险人做到诚实信用,1,0
1785121933008596,1785121933008223,投保人做到诚实信用,2,0
1785121933008815,1785121933008223,被保险人做到诚实信用,3,0
1785121933009006,1785121933008223,保险人、投保人及被保险人同时做到诚实信用,4,1
1785121933009330,1785121933009160,即便银行卡里没有钱，也不出售个人银行卡,1,0
1785121933009523,1785121933009160,确认是朋友本人后才进行支付转账,2,0
1785121933009668,1785121933009160,不在不明网站填写银行卡号,3,0
1785121933009803,1785121933009160,朋友找我要付款码截图，我发给他,4,1
1785121933010083,1785121933009940,可以获得更好的收益,1,0
1785121933010245,1785121933009940,他人盗用您的名义从事非法活动,2,1
1785121933010422,1785121933009940,提高自己在多家银行的信用额度,3,0
1785121933010594,1785121933009940,完全没影响,4,0
1785121933010882,1785121933010731,最小,1,1
1785121933011017,1785121933010731,最大,2,0
1785121933011159,1785121933010731,逐级,3,0
1785121933011319,1785121933010731,动态,4,0
1785121933011648,1785121933011502,博取高额收益,1,1
1785121933011789,1785121933011502,保障人身安全,2,0
1785121933011919,1785121933011502,财富传承,3,0
1785121933012051,1785121933011502,养老保障,4,0
1785121933012369,1785121933012207,无所谓,1,0
1785121933012514,1785121933012207,狂热追捧,2,0
1785121933012653,1785121933012207,理性拒绝,3,1
1785121933012959,1785121933012816,具体工作时间,1,0
1785121933013094,1785121933012816,确定的薪酬数额,2,0
1785121933013270,1785121933012816,薪酬支付时间,3,0
1785121933013439,1785121933012816,以上都是,4,1
1785121933013705,1785121933013573,以招聘业务员为名发布高薪日结广告,1,0
1785121933013829,1785121933013573,事主依据广告信息联系被强制要求收取介绍费,2,0
1785121933013950,1785121933013573,收取正当合理的中介费并安排工作,3,1
1785121933014078,1785121933013573,要求事主先汇款作为代理商的成本,4,0
1785121933014428,1785121933014259,联系学校老师,1,0
1785121933014567,1785121933014259,联系发信人,2,1
1785121933014742,1785121933014259,向公安机关报案,3,0
1785121933014886,1785121933014259,联系父母,4,0
1785121933015185,1785121933015024,按照对方的步骤进行理赔,1,0
1785121933015423,1785121933015024,添加对方的微信进行理赔,2,0
1785121933015574,1785121933015024,先跟电商平台或快递公司核实,3,1
1785121933015859,1785121933015713,拨打所属银行官方号码咨询,1,0
1785121933015997,1785121933015713,立刻回拨短信中的电话,2,1
1785121933016137,1785121933015713,拨打110,3,0
1785121933016458,1785121933016288,立即提供信息,1,0
1785121933016598,1785121933016288,询问更多细节,2,0
1785121933016760,1785121933016288,挂断电话并报警,3,1
1785121933016897,1785121933016288,告知对方稍后再联系,4,0
1785121933017208,1785121933017033,按对方要求直接操作购买,1,0
1785121933017366,1785121933017033,联系购买方继续确认,2,0
1785121933017503,1785121933017033,停止付款，立即报警,3,1
1785121933017786,1785121933017641,实地看房核实,1,0
1785121933017923,1785121933017641,电话联系后通过微信交付押金,2,1
1785121933018054,1785121933017641,签订正规租房合同,3,0
1785121933018406,1785121933018230,赶紧交手续费领钱,1,0
1785121933018563,1785121933018230,向周围亲友咨询是否有此政策,2,0
1785121933018724,1785121933018230,找有关部门核实一下情况,3,1
1785121933019034,1785121933018885,即刻与其联络，按照指定步骤汇款,1,0
1785121933019180,1785121933018885,对该短信置之不理,2,0
1785121933019377,1785121933018885,对该短信置之不理，同时告诫周围好友注意防范,3,1
1785121933019684,1785121933019537,详细了解拒赔原因,1,0
1785121933019822,1785121933019537,查阅保险合同和相关法律条款,2,0
1785121933019960,1785121933019537,立即接受拒赔结果，不进行任何申诉,3,1
1785121933020093,1785121933019537,如有必要，寻求专业法律人士的帮助,4,0
1785121933020516,1785121933020267,换途径与朋友联系，询问求证,1,1
1785121933020700,1785121933020267,朋友有困难，赶紧汇款帮忙,2,0
1785121933020842,1785121933020267,通过QQ聊天继续询问详情,3,0
1785121933020982,1785121933020267,通过其他朋友侧面打听,4,0
1785121933021299,1785121933021130,进行讨价还价,1,0
1785121933021482,1785121933021130,顺利达成交易,2,0
1785121933021621,1785121933021130,果断拒绝提议,3,1
1785121933021902,1785121933021759,不予理睬,1,0
1785121933022035,1785121933021759,不转账、不汇款,2,0
1785121933022181,1785121933021759,向公安机关举报,3,0
1785121933022358,1785121933021759,以上都对,4,1
1785121933022661,1785121933022513,个人存款,1,0
1785121933022803,1785121933022513,公私财物,2,1
1785121933022940,1785121933022513,个人信任,3,0
1785121933023100,1785121933022513,公司信任,4,0
1785121933023511,1785121933023311,接到熟人通过短信、微信、微博、QQ、邮件、语音等形式发送的转账请求，或询问银行卡、网银密码等重要信息时，立刻放心转账,1,1
1785121933023662,1785121933023311,如确需向对方转账，应尽量选择次日到账方式并于事后再次核实，如有异常及时申请撤销,2,0
1785121933023803,1785121933023311,避免在与移动支付软件绑定的银行卡中存放过多资金以便分散和锁定风险,3,0
1785121933023940,1785121933023311,陌生人或长期失联的“熟人”要求汇款时，须保持谨慎多方求证，遇到可疑情况及时向公安机关、银行、电信运营商等机构咨询,4,0
1785121933024266,1785121933024078,立即报警,1,0
1785121933024450,1785121933024078,等待后续进展,2,1
1785121933024587,1785121933024078,前往银行锁定个人账户,3,0
